facility_name,city,state,zip,phone,accepts_medicaid,accepts_medicare,accepts_private_insurance,accepts_self_pay_cash,state_financed_insurance,military_insurance,ihs_tribal_urban_funds,sliding_fee_scale,payment_assistance,affordability_tier
Mentor South Bay,Lowell,MA,01851,978-453-6800,False,True,True,True,True,True,False,False,False,Low Cost
Vinfen Behavioral Health,Lowell,MA,01852,978-674-6744,False,True,True,True,False,False,False,False,False,Medium Cost
Lynn Community Health Center Inc,Lynn,MA,01901,781-477-7222,False,True,True,True,True,True,False,False,False,Low Cost
Marblehead Counseling Center Inc,Marblehead,MA,01945,781-631-8273,False,True,True,True,True,True,False,False,False,Low Cost
Advocates Community Counseling — Marlborough,Marlborough,MA,01752,508-485-9300,False,True,True,True,True,False,False,True,False,Low Cost
Fellside,Medford,MA,02153,781-648-6053,False,False,True,True,False,False,False,True,True,Free/No Cost
Steward Holy Family Hospital Methuen — Center for Behavioral Medicine,Methuen,MA,01844,978-687-0156 x2947,False,True,True,True,True,True,False,False,False,Low Cost
Seahorse Behavioral Inc,Middleboro,MA,02346,508-748-3736,False,True,True,True,True,True,False,False,False,Low Cost
Gould Farm,Monterey,MA,01245,413-528-1804,False,False,True,True,False,False,False,True,True,Free/No Cost
Brandon Residential Treatment Ctr,Natick,MA,01760,508-655-6400 x204,False,False,True,True,False,True,False,False,False,Medium Cost
Walker Community Counseling — Needham Campus,Needham,MA,02492,781-292-2023,False,False,True,True,True,False,False,False,False,Low Cost
Justice Resource Institute Inc — Merrimack Center,Needham Heights,MA,02494,978-851-0790 x3652,False,False,True,False,True,False,False,False,False,Low Cost
All Care Wellness,New Bedford,MA,02746,781-436-3352 x1001,False,True,True,True,True,True,False,False,False,Low Cost
Child and Family Services — Community Behavioral Health Center,New Bedford,MA,02745,508-996-8572,False,True,True,True,True,True,False,False,False,Low Cost
Anna Jaques Hospital — 2 North,Newburyport,MA,01950,978-463-1066,False,True,True,True,True,True,False,False,False,Low Cost
Brien Center,North Adams,MA,01247,413-664-4541,False,True,True,True,True,True,False,True,False,Low Cost
Cooley Dickinson Hospital — Behavioral Health Unit,Northampton,MA,01060,413-582-2151,False,True,True,True,True,True,False,False,False,Low Cost
Cutchins Prog for Children/Families,Northampton,MA,01060,413-584-1310 x333,False,True,True,True,True,True,False,False,False,Low Cost
Cutchins Prog for Children/Families — The Childrens Clinic,Northampton,MA,01060,413-587-3265,False,False,True,True,True,True,False,False,False,Low Cost
ServiceNet OP Behavioral Center — Northampton Clinic,Northampton,MA,01060,413-584-6855 x2,False,True,True,True,True,True,False,False,False,Low Cost
Trauma and Fam Integration (TFI) LLC,North Chelmsford,MA,01863,978-677-7823,False,True,True,True,True,False,False,True,False,Low Cost
Gosnold Counseling Center — North Dartmouth Outpatient,North Dartmouth,MA,02747,508-999-3886,False,True,True,True,True,True,False,False,False,Low Cost
Riverside OP Center at Norwood,Norwood,MA,02062,781-769-8670,False,True,True,True,False,False,False,False,False,Medium Cost
CHD — Outpatient Behavioral Health Servs,Orange,MA,01364,978-544-2148,False,True,True,True,True,True,False,True,False,Low Cost
Griswold Behavioral Health Center,Palmer,MA,01069,413-370-5285,False,True,True,True,True,True,False,False,False,Low Cost
Brien Center — CBHC and Emergency Services,Pittsfield,MA,01201,800-252-0227,False,True,True,True,True,True,False,True,False,Low Cost
Brien Center — MH/Subst Abuse Servs/Satellite,Pittsfield,MA,01201,413-499-0412 x1374,False,True,True,True,True,True,False,True,True,Free/No Cost
ServiceNet OP Behavioral Center — Pittsfield Clinic,Pittsfield,MA,01201,413-584-6855 x2,False,True,True,True,True,True,False,False,False,Low Cost
VA Central Western Massachusetts — Pittsfield Outpatient Clinic,Pittsfield,MA,01201,413-584-4040 x6300,False,True,True,True,False,True,False,False,False,Medium Cost
High Point OTP Plymouth,Plymouth,MA,02360,508-830-1234,False,True,True,True,True,False,False,True,True,Free/No Cost
Cape Cod and Islands CMHC,Pocasset,MA,02559,508-564-9600,False,True,True,True,True,True,False,False,True,Free/No Cost
Aspire Health Alliance,Quincy,MA,02169,617-847-1950,False,True,True,True,True,False,False,True,False,Low Cost
Bay State Community Services Inc,Quincy,MA,02169,617-471-8400 x100,False,True,True,True,True,False,False,False,False,Low Cost
Quincy Center,Quincy,MA,02169,617-801-5120,False,True,True,True,True,True,False,False,False,Low Cost
VOA Behavioral Health Services,Quincy,MA,02169,617-770-9690,False,True,True,True,False,False,False,True,False,Low Cost
New Life Counseling and Wellness Ctr,Randolph,MA,02368,781-986-4800,False,False,True,True,False,False,False,False,False,Medium Cost
Beth Israel Lahey Health Behavioral — Services/Solstice Day School,Rowley,MA,01969,978-726-0298,False,False,False,False,False,False,False,False,False,Unknown
Judge Baker Childrens Center — Center for Effective Therapy,Roxbury Crossing,MA,02120,617-278-4288,False,False,True,True,False,False,False,True,False,Low Cost
JRI Behavioral Health Center — Salem,Salem,MA,01970,978-744-7905,False,True,True,True,False,False,False,False,False,Medium Cost
Rockland Recovery Behavioral Health,Sharon,MA,02067,855-501-1270,False,False,True,True,False,True,False,False,False,Medium Cost
Riverside Community Care — Somerville Outpatient Center,Somerville,MA,02143,617-354-2275,False,True,True,True,False,False,False,False,False,Medium Cost
Harrington Memorial Hospital — Outpatient Behavioral Health,Southbridge,MA,01550,508-765-9167,False,True,True,True,True,True,False,False,False,Low Cost
MENTOR South Bay,South Weymouth,MA,02190,781-331-7866,False,True,True,True,True,False,False,False,False,Low Cost
Baystate Behavioral Health — Adult Outpatient,Springfield,MA,01199,413-794-5555,False,True,True,True,True,True,False,False,False,Low Cost
Baystate Behavioral Health — Child Outpatient,Springfield,MA,01199,413-794-5555,False,True,True,True,True,True,False,False,False,Low Cost
Baystate Medical Center — Adult Psychiatric Treatment Unit,Springfield,MA,01199,413-794-0000,False,True,True,True,True,True,False,False,False,Low Cost
Behavioral Health Network (BHN) — Liberty Street Clinic Outpatient Trt,Springfield,MA,01104,413-734-3151,False,True,True,True,False,True,False,True,True,Free/No Cost
Brightside for Families and Children — Mercy Hospital Campus Medical Building,Springfield,MA,01104,413-539-2467,False,False,True,False,False,False,False,False,False,Medium Cost
CHD — OBHS Springfield,Springfield,MA,01105,413-737-1426,False,True,True,True,True,True,False,True,False,Low Cost
Clinical and Support Options Inc,Springfield,MA,01103,413-737-9544,False,True,True,True,True,True,False,False,False,Low Cost
Community Services Institute,Springfield,MA,01103,413-739-5572,False,True,True,True,True,True,False,True,False,Low Cost
Mentor South Bay,Springfield,MA,01199,413-495-1500 x1500,False,True,True,True,True,False,False,False,False,Low Cost
River Valley Counseling Center — Satellite Office,Springfield,MA,01103,413-737-2437,False,True,True,True,True,True,False,False,False,Low Cost
VA Central Western Massachusetts — Springfield CBOC,Springfield,MA,01104,413-584-4040 x6007,False,True,True,True,False,True,False,False,False,Medium Cost
Austen Riggs Center,Stockbridge,MA,01262,413-298-5511,False,False,True,True,False,False,False,False,False,Medium Cost
Gosnold Counseling Center — Stoughton Outpatient,Stoughton,MA,02072,508-584-5190,False,True,True,True,True,True,False,False,False,Low Cost
Stevens Treatment Programs — Residential Treatment Center,Swansea,MA,02777,508-679-0183,False,False,False,False,False,False,False,False,False,Unknown
JRI Behavioral Health Center — Southeast Behavioral Health Center,Taunton,MA,02780,508-828-1308,False,True,True,True,False,False,False,False,False,Medium Cost
VOA Behavioral Health Services,Taunton,MA,02780,508-822-4027,False,True,True,True,False,False,False,True,False,Low Cost
Marthas Vineyard Community Servs — Island Counseling Center/Outpatient,Vineyard Haven,MA,02568,508-693-7900 x241,False,True,True,True,True,False,False,False,False,Low Cost
Riverside Community Care — Day Treatment at Wakefield,Wakefield,MA,01880,781-246-1964 x3015,False,False,False,True,False,False,False,False,False,Medium Cost
South Bay Community Services,Wakefield,MA,01880,781-851-2648,False,True,True,False,True,False,False,False,False,Low Cost
Square Medical Group — River House,Waltham,MA,02453,617-916-5069,False,True,True,True,True,True,False,False,False,Low Cost
Behavioral Health Network (BHN) — Valley Human Services Outpatient Trt,Ware,MA,01082,413-301-9400,False,True,True,True,False,True,False,True,False,Low Cost
Institute for Health and Recovery Inc,Watertown,MA,02472,617-661-3991,False,True,True,True,False,False,False,True,False,Low Cost
Harrington Memorial Hospital — Inpatient Behavioral Health Units,Webster,MA,01570,508-765-9771,False,True,True,True,True,True,False,False,False,Low Cost
Behavioral Health Network (BHN) — Carson Center Westfield Outpatient Trt,Westfield,MA,01085,413-747-0705,False,True,True,True,False,True,False,True,False,Low Cost
River Valley Counseling Center — Satellite Office,Westfield,MA,01085,413-437-9294,False,True,True,True,True,True,False,False,False,Low Cost
Uplift Behavioral Health Services,West Roxbury,MA,02132,617-942-6040,False,True,True,True,True,False,False,True,False,Low Cost
CHD — Outpatient Behavioral Health Servs,West Springfield,MA,01089,413-737-4718,False,True,True,True,True,True,False,True,False,Low Cost
FCP Inc — DBA Family Continuity,Whitinsville,MA,01588,508-234-4181,False,True,True,True,True,False,False,True,False,Low Cost
Whitman Counseling Center,Whitman,MA,02382,781-447-6425,False,True,True,True,True,False,False,False,False,Low Cost
Like A Phoenix,Woburn,MA,01801,781-305-4086,False,False,True,True,False,False,False,False,False,Medium Cost
Advanced Psych Services,Worcester,MA,01605,508-753-3220,False,True,True,True,True,True,False,False,False,Low Cost
Arbour Counseling Services,Worcester,MA,01602,508-799-0688,False,True,True,True,True,False,False,True,False,Low Cost
Central Mass Clinical Associates Inc — Choices,Worcester,MA,01605,508-901-9930,False,True,True,True,True,False,False,False,True,Free/No Cost
Eleanor Health Worcester,Worcester,MA,01605,774-460-8436,False,True,True,True,True,True,False,False,False,Low Cost
LUK Inc — Outreach Site,Worcester,MA,01608,508-762-3200,False,True,True,True,True,True,False,False,False,Low Cost
Mentor SouthBay — Sevita,Worcester,MA,01606,508-791-4976 x1253,False,True,True,True,True,True,False,False,False,Low Cost
Multicultural Wellness Center Inc,Worcester,MA,01604,508-752-4665,False,True,True,True,False,False,False,False,False,Medium Cost
Open Sky Community Services — Ives House Residence,Worcester,MA,01610,508-757-8636,False,False,True,False,False,False,False,False,False,Medium Cost
VA Central Western Massachusetts — Worcester CBOC,Worcester,MA,01605,413-856-0104 x6600,False,True,True,True,False,True,False,False,False,Medium Cost
Youth Opportunities Upheld Inc — Seven Hills Behavioral Health,Worcester,MA,01606,508-459-6400,False,True,True,True,True,True,False,False,False,Low Cost
Parkside Family Counseling LLC,Adrian,MI,49221,517-266-8880,False,False,True,True,False,False,False,False,False,Medium Cost
Calhoun County CMHA — DBA Summit Pointe Albion,Albion,MI,49224,517-629-5531,False,True,True,True,True,True,False,True,False,Low Cost
Allegan County CMH Services,Allegan,MI,49010,269-673-6617,False,True,True,True,False,False,False,True,True,Free/No Cost
Aleda E Lutz VAMC — Alpena CBOC,Alpena,MI,49707,989-356-8720,False,False,True,False,False,True,False,False,False,Medium Cost
MidMichigan Medical Center/Alpena — Behavioral Health,Alpena,MI,49707,989-356-7258,False,True,True,True,True,True,False,False,False,Low Cost
Heron Ridge Associated PLC — Ann Arbor,Ann Arbor,MI,48103,734-913-1093,False,True,True,True,False,True,False,False,False,Medium Cost
Workit Health MI,Ann Arbor,MI,48104,734-292-4020,False,True,True,True,False,False,False,False,True,Free/No Cost
Easter Seals Michigan — Family Services,Auburn Hills,MI,48326,248-475-6300,False,True,True,True,False,True,False,False,False,Medium Cost
Aleda E Lutz VAMC — Bad Axe CBOC,Bad Axe,MI,48413,989-269-7445,False,False,False,False,False,False,False,False,False,Unknown
Huron Behavioral Health,Bad Axe,MI,48413,989-269-9293,False,True,True,True,True,True,False,False,False,Low Cost
List Psychological Services PLC,Bad Axe,MI,48413,989-975-6696,False,True,True,True,False,True,False,True,True,Free/No Cost
West Michigan Community MH,Baldwin,MI,49304,800-992-2061,False,True,True,True,True,True,False,True,True,Free/No Cost
InterCare Community Health Network — InterCare Bangor,Bangor,MI,49013,269-427-7937,False,True,True,True,True,True,False,True,True,Free/No Cost
Battle Creek VAMC — Battle Creek Medical Center,Battle Creek,MI,49037,269-966-5600,False,True,True,True,False,True,False,False,False,Medium Cost
Calhoun County CMHA — DBA Summit Pointe,Battle Creek,MI,49037,269-966-1460,False,True,True,True,True,True,False,True,False,Low Cost
Calhoun County CMHA — DBA Summit Pointe South,Battle Creek,MI,49015,269-979-8333,False,True,True,True,True,True,False,True,False,Low Cost
Bay Regional Medical Center — Mclaren Bay Region,Bay City,MI,48708,989-894-3910,False,True,True,True,True,False,False,False,False,Low Cost
List Psychological Services PLC,Bay City,MI,48708,989-684-7977,False,True,True,True,False,True,False,True,True,Free/No Cost
Wellspring Lutheran Services — Behavioral Health,Bay City,MI,48706,989-448-8540,False,True,True,True,False,False,False,True,False,Low Cost
Right Door for Hope Recovery/Wellness,Belding,MI,48809,616-527-1790,False,True,True,True,True,True,False,True,False,Low Cost
Samaritas — Belding,Belding,MI,48809,883-720-9355,False,True,True,True,False,False,False,False,False,Medium Cost
Battle Creek VAMC — Benton Harbor CBOC,Benton Harbor,MI,49022,269-934-9123,False,True,True,True,False,True,False,False,False,Medium Cost
Kalamazoo Probation — Enhancement Program,Benton Harbor,MI,49022,269-876-5203,False,False,False,True,False,False,False,False,False,Medium Cost
Centra Wellness Network,Benzonia,MI,49616,877-398-2013,False,True,True,True,True,True,False,False,False,Low Cost
Oakland Family Services — South Oakland Office,Berkley,MI,48072,248-858-7766,False,True,True,True,True,True,False,False,False,Low Cost
Community MH for Central Michigan — Mecosta County Branch,Big Rapids,MI,49307,231-796-5825,False,True,True,True,True,False,False,False,False,Low Cost
Life Stance Health,Brighton,MI,48114,734-759-0000,False,True,True,True,False,True,False,False,False,Medium Cost
Aleda E Lutz VAMC — Cadillac CBOC,Cadillac,MI,49601,231-775-4401,False,False,True,False,False,True,False,False,False,Medium Cost
Northern Lakes Community MH — Cadillac Office,Cadillac,MI,49601,231-775-3463,False,True,True,True,True,True,False,True,True,Free/No Cost
Hegira Health Inc — Oakdale House,Canton,MI,48188,734-713-0088,False,True,True,True,True,False,False,True,True,Free/No Cost
Saint Clair County CMH West — Capac,Capac,MI,48014,810-395-4343,False,True,True,True,True,True,False,False,False,Low Cost
List Psychological Services PLC,Caro,MI,48723,989-673-5700,False,True,True,True,False,True,False,True,True,Free/No Cost
Tuscola Behavioral Health Systems — Personal Independence Center,Caro,MI,48723,989-673-6191,False,True,True,True,True,False,False,True,True,Free/No Cost
Cass County Community Mental Hlth — DBA Woodlands Behavioral Healthcare,Cassopolis,MI,49031,269-445-2451,False,True,True,True,True,False,False,False,True,Free/No Cost
Easter Seals Michigan,Center Line,MI,48015,586-501-3070,False,True,True,True,False,True,False,False,False,Medium Cost
Chelsea Hospital,Chelsea,MI,48118,734-593-5251,False,True,True,True,False,False,False,False,False,Medium Cost
Aleda E Lutz VAMC — Clare CBOC,Clare,MI,48617,989-386-8113,False,False,True,False,False,True,False,False,False,Medium Cost
Wellspring Lutheran Services — Behavioral Health,Clare,MI,48617,989-448-8540,False,False,True,True,False,False,False,False,False,Medium Cost
Heron Ridge Associated PLC — Clarkston,Clarkston,MI,48348,248-693-8880,False,True,True,True,False,True,False,False,False,Medium Cost
Life Stance Health,Clarkston,MI,48346,734-759-0000,False,True,True,True,False,True,False,False,False,Medium Cost
North Oakland Counseling Associates,Clarkston,MI,48346,248-620-1019,False,True,True,True,False,True,False,True,False,Low Cost
Ascension Eastwood Behavioral Health,Clinton Township,MI,48036,586-792-5335,False,True,True,True,False,True,False,False,False,Medium Cost
Ellie Mental Health,Clinton Township,MI,48038,586-281-5866,False,True,True,True,False,True,False,False,False,Medium Cost
Macomb County CMHC — Assessment/Referral,Clinton Township,MI,48036,586-469-7629,False,True,True,True,True,False,False,True,True,Free/No Cost
Macomb County CMHC — North,Clinton Township,MI,48036,586-469-7629,False,True,True,True,True,False,False,True,True,Free/No Cost
Macomb Family Services Inc,Clinton Township,MI,48036,586-226-3440,False,True,True,True,True,True,False,True,False,Low Cost
Pines Behavioral Health,Coldwater,MI,49036,517-278-2129,False,True,True,True,True,False,False,True,True,Free/No Cost
Promedica Coldwater Regional Hospital — Inpatient Behavioral Health,Coldwater,MI,49036,517-279-5333,False,True,True,True,True,True,False,True,False,Low Cost
Arab Community Center for Economic and — Research Center,Dearborn,MI,48126,313-216-2200,False,True,True,True,False,True,False,True,False,Low Cost
All Well Being Services,Detroit,MI,48214,313-347-2070,False,True,True,True,True,True,False,True,True,Free/No Cost
Central City Integrated Health,Detroit,MI,48201,313-831-3160,False,True,True,True,True,False,False,True,True,Free/No Cost
Childrens Center of Wayne County,Detroit,MI,48201,313-831-5535,False,True,True,True,True,False,False,False,True,Free/No Cost
Christ Child House,Detroit,MI,48228,313-584-6077,False,False,False,False,False,False,False,False,False,Unknown
Development Centers Inc — Adult Services,Detroit,MI,48219,313-531-2500,False,True,True,True,True,True,False,True,True,Free/No Cost
Development Centers Inc — Youth and Fam Servs/Access Dept,Detroit,MI,48219,313-255-0900,False,True,True,True,True,True,False,True,True,Free/No Cost
Elmhurst Home — Recovery Housing and Outpatient,Detroit,MI,48206,313-867-1090,False,True,False,True,True,False,False,True,True,Free/No Cost
Guidance Center Kids Talk — Ferry Location,Detroit,MI,48202,313-833-2970,False,False,True,True,False,False,False,False,False,Medium Cost
Henry Ford Behavioral Health Services — Partial Hospitalization Program,Detroit,MI,48202,313-640-2637,False,True,True,True,True,True,False,False,False,Low Cost
Samaritan Behavioral Center,Detroit,MI,48213,313-344-7730,False,True,True,True,True,True,False,False,False,Low Cost
Spectrum Child and Family Services,Detroit,MI,48202,313-456-6000,False,True,False,False,False,False,False,False,False,Medium Cost
StoneCrest Center,Detroit,MI,48205,313-245-0619,False,True,True,True,True,True,False,False,False,Low Cost
Team Wellness Center,Detroit,MI,48207,313-396-5300 x240,False,True,True,True,True,False,False,False,False,Low Cost
InterCare Community Health Network — InterCare Eau Claire,Eau Claire,MI,49111,269-427-7937,False,True,True,True,True,True,False,True,True,Free/No Cost
Catholic Social Services of the UP,Escanaba,MI,49829,906-786-7212,False,True,True,True,True,False,False,True,False,Low Cost
Great Lakes Recovery Centers Inc — Escanaba Outpatient Services,Escanaba,MI,49829,906-228-9699,False,False,True,True,True,False,False,True,False,Low Cost
Pathways Community Mental Health — Delta County Site,Escanaba,MI,49829,906-786-6441,False,True,True,True,True,True,False,True,True,Free/No Cost
Henry Ford Kingswood Hospital — Behavioral Health Services,Ferndale,MI,48220,248-398-3200,False,True,True,True,True,True,False,False,False,Low Cost
Catholic Charities of Shiawassee and — Genesee Counties,Flint,MI,48503,810-232-9950,False,True,True,True,True,True,False,False,False,Low Cost
Easter Seals Michigan,Flint,MI,48504,810-234-0475,False,True,True,True,False,True,False,False,False,Medium Cost
Flint Odyssey House Inc — Grandmas House,Flint,MI,48503,810-337-1088,False,True,True,True,True,False,False,False,False,Low Cost
Genesee Health System,Flint,MI,48503,810-257-3705,False,True,True,True,True,True,False,False,False,Low Cost
Hope Network New Passages — Behavioral Health Services,Flint,MI,48507,810-232-2766,False,True,True,True,True,True,False,True,False,Low Cost
Heron Ridge Associated PLC — Bingham Farms,Franklin,MI,48025,248-594-4991,False,False,True,True,False,True,False,False,False,Medium Cost
Wellspring Lutheran Services — Behavioral Health,Franklin,MI,48025,989-448-8540,False,False,True,True,False,False,False,False,False,Medium Cost
CARE of Southeastern Michigan,Fraser,MI,48026,586-541-2273,False,False,False,True,False,False,False,False,False,Medium Cost
Aleda E Lutz VAMC — Gaylord OPC,Gaylord,MI,49735,989-732-7525,False,False,True,False,False,True,False,False,False,Medium Cost
Wellspring Lutheran Services — Behavioral Health,Gaylord,MI,49735,989-448-8540,False,True,True,True,False,False,False,False,False,Medium Cost
Community MH for Central Michigan — Gladwin County Branch,Gladwin,MI,48624,989-426-9295,False,True,True,True,True,False,False,False,False,Low Cost
Oakland Psychological Clinic PC — Grand Blanc,Grand Blanc,MI,48439,810-695-0055,False,True,True,True,False,True,False,False,False,Medium Cost
Community Mental Health of Ottawa Cnty,Grand Haven,MI,49417,616-842-5350,False,True,True,True,True,False,False,True,True,Free/No Cost
Arbor Circle Outpatient Csl Services — Kent County,Grand Rapids,MI,49505,616-459-7215,False,True,True,True,True,False,False,False,False,Low Cost
Bethany Christian Services — Grand Rapids Campus,Grand Rapids,MI,49503,616-224-7617,False,True,True,True,True,False,False,True,False,Low Cost
Cherry Street Health Center,Grand Rapids,MI,49503,616-235-7272,False,True,True,True,True,True,False,True,True,Free/No Cost
Cherry Street Health Services — Heart of the City Health Center,Grand Rapids,MI,49503,616-965-8200,False,True,True,True,True,True,False,True,True,Free/No Cost
DA Blodgett Saint Johns — Saint Johns Home Residential,Grand Rapids,MI,49505,616-451-2021,False,False,True,True,False,False,False,False,False,Medium Cost
Family Outreach Center Inc — OP MH and Subst Use Disorder Prog,Grand Rapids,MI,49507,616-247-3815,False,True,True,True,True,False,False,False,False,Low Cost
Forest View Hospital,Grand Rapids,MI,49546,616-942-9610,False,True,True,True,True,True,False,False,False,Low Cost
Network 180,Grand Rapids,MI,49503,616-336-3909,False,True,True,True,True,True,False,True,True,Free/No Cost
Pine Rest Christian Mental Hlth Servs,Grand Rapids,MI,49548,616-281-6363,False,True,True,True,True,True,False,False,False,Low Cost
Pine Rest Christian Mental Hlth Servs — Christian Counseling Center,Grand Rapids,MI,49505,616-956-1122,False,True,True,True,False,True,False,False,False,Medium Cost
Pine Rest Christian Mental Hlth Servs — Forest Hills Clinic,Grand Rapids,MI,49546,616-258-7467,False,True,True,True,False,True,False,False,False,Medium Cost
Pine Rest Christian Mental Hlth Servs — Northeast Clinic,Grand Rapids,MI,49525,616-251-5000 x7708,False,True,True,True,False,True,False,False,False,Medium Cost
Pine Rest Christian Mental Hlth Servs — Northwest Clinic,Grand Rapids,MI,49544,616-222-3720,False,True,True,True,False,True,False,False,False,Medium Cost
Samaritas — Grand Rapids,Grand Rapids,MI,49507,616-350-7781,False,True,True,True,False,False,False,False,False,Medium Cost
Wedgwood Christian Services — Bouma Counseling Center,Grand Rapids,MI,49512,616-942-2110,False,False,True,True,False,False,False,True,False,Low Cost
Wedgwood Christian Services — Ekhart Office,Grand Rapids,MI,49503,616-942-2110,False,False,True,True,False,False,False,True,False,Low Cost
Wedgwood Christian Services — Summit VanAndel,Grand Rapids,MI,49512,616-942-2110,False,False,True,True,False,False,False,True,False,Low Cost
Wellspring Lutheran Services — Behavioral Health,Grand Rapids,MI,49508,989-448-8540,False,True,True,True,False,False,False,False,False,Medium Cost
Pine Rest Christian Mental Hlth Servs — Southwest Clinic,Grandville,MI,49418,616-891-8770,False,True,True,True,False,True,False,False,False,Medium Cost
Aleda E Lutz VAMC — Grayling CBOC,Grayling,MI,49738,989-344-2002,False,False,True,False,False,True,False,False,False,Medium Cost
Northern Lakes Community MH — Crawford County Office/Grayling,Grayling,MI,49738,989-348-8522,False,True,True,True,True,True,False,True,True,Free/No Cost
All Well Being Services,Grosse Pointe,MI,48230,313-825-2430,False,True,True,True,False,False,False,False,True,Free/No Cost
Ascension Eastwood Behavioral Health,Grosse Pointe,MI,48236,313-343-7230,False,True,True,True,False,True,False,False,False,Medium Cost
Development Centers Inc — North Central Health Center,Hamtramck,MI,48212,313-255-0900,False,True,True,True,True,True,False,True,True,Free/No Cost
Focus Program Inc,Hamtramck,MI,48212,248-726-0127,False,True,True,True,False,False,False,False,False,Medium Cost
Great Lakes Recovery Centers Inc — Hancock Outpatient Services,Hancock,MI,49930,906-228-9699,False,False,True,True,True,False,False,True,False,Low Cost
Community MH for Central Michigan — Clare County Branch,Harrison,MI,48625,989-539-2141,False,True,True,True,True,False,False,False,False,Low Cost
West Michigan Community MH,Hart,MI,49420,800-992-2061,False,True,True,True,True,True,False,True,True,Free/No Cost
Barry County Community Mental Health — Community Mental Health Authority,Hastings,MI,49058,269-948-8041,False,True,True,True,True,True,False,True,True,Free/No Cost
Pine Rest Christian Mental Hlth Servs — Hastings Clinic,Hastings,MI,49058,616-258-7467,False,True,True,True,False,True,False,False,False,Medium Cost
Arab American and Chaldean Council,Highland Park,MI,48203,313-893-6172,False,True,True,False,True,False,False,False,True,Free/No Cost
Hillsdale Hospital,Hillsdale,MI,49242,517-437-4451,False,True,True,True,True,True,False,False,True,Free/No Cost
Community Mental Health,Holland,MI,49424,616-392-1873,False,True,True,True,True,False,False,True,True,Free/No Cost
Holland Hospital — Inpatient Behavioral Health,Holland,MI,49423,616-394-5141,False,True,True,True,False,False,False,False,False,Medium Cost
Holland Hospital — Outpatient Behavioral Health,Holland,MI,49423,616-355-3926,False,True,True,True,False,False,False,False,False,Medium Cost
Holland Hospital — Partial Hospitalization Program,Holland,MI,49423,616-394-5141,False,True,True,True,False,False,False,False,False,Medium Cost
InterCare Community Health Network — InterCare Holland,Holland,MI,49424,269-427-7937,False,True,True,True,True,True,False,True,True,Free/No Cost
Pine Rest Christian Mental Hlth Servs — Holland Clinic,Holland,MI,49423,616-820-3780,False,True,True,True,False,True,False,False,False,Medium Cost
Rose Hill Center,Holly,MI,48442,248-634-5530,False,False,False,True,False,False,False,False,False,Medium Cost
Copper Country CMHSP — ACT Team,Houghton,MI,49931,906-487-7721,False,True,True,True,True,True,False,True,False,Low Cost
Northern Lakes Community MH — Houghton Lake Office,Houghton Lake,MI,48629,989-366-8550,False,True,True,True,True,True,False,True,True,Free/No Cost
Community Mental Health Services of — Livingston County,Howell,MI,48843,517-546-4126,False,True,False,True,False,False,False,True,False,Low Cost
Starfish Family Services — Inkster,Inkster,MI,48141,734-713-9500,False,False,True,True,False,False,False,True,True,Free/No Cost
Right Door for Hope Recovery/Wellness,Ionia,MI,48846,616-527-1790,False,True,True,True,True,True,False,True,False,Low Cost
Great Lakes Recovery Centers Inc — Ironwood Outpatient Services,Ironwood,MI,49938,906-228-9699,False,False,True,True,True,False,False,True,False,Low Cost
Lifeways,Jackson,MI,49202,517-789-1200,False,True,True,True,True,True,False,False,False,Low Cost
Wellspring Lutheran Services — Behavioral Health,Jackson,MI,49201,989-448-8540,False,False,True,True,False,False,False,False,False,Medium Cost
Ascension Borgess Behavioral Health — Inpatient,Kalamazoo,MI,49048,269-226-5634,False,True,True,True,False,False,False,False,False,Medium Cost
Borgess Behavioral Health Unit — Adolescent PHP Site 2,Kalamazoo,MI,49048,269-226-5165,False,False,True,True,False,False,False,False,False,Medium Cost
Elizabeth Upjohn Comm Healing Center,Kalamazoo,MI,49008,269-343-1651 x156,False,True,True,True,False,False,False,False,False,Medium Cost
Integrated Services of Kalamazoo,Kalamazoo,MI,49007,269-373-6000,False,True,True,True,True,False,False,False,True,Free/No Cost
Integrated Services of Kalamazoo,Kalamazoo,MI,49001,269-364-6901,False,True,True,True,True,True,False,False,True,Free/No Cost
Pine Rest Christian Mental Hlth Servs — Kalamazoo Clinic,Kalamazoo,MI,49006,269-343-6700,False,True,True,True,False,True,False,False,False,Medium Cost
MyMichigan Medical Center — Behavioral Health Center,Kincheloe,MI,49788,906-632-5900,False,True,True,True,True,True,False,False,False,Low Cost
Battle Creek VAMC — Lansing CBOC,Lansing,MI,48910,517-267-3625,False,True,True,True,False,True,False,False,False,Medium Cost
Child and Family Charities,Lansing,MI,48911,517-882-4000 x151,False,False,True,True,True,False,False,True,True,Free/No Cost
Catholic Charities of SE Michigan,Lapeer,MI,48446,810-664-4646 x6000,False,True,True,True,False,False,False,True,True,Free/No Cost
Lapeer County Community Mental Health,Lapeer,MI,48446,810-667-0500,False,True,True,True,True,True,False,True,True,Free/No Cost
List Psychological Services PLC,Lapeer,MI,48446,810-667-4500,False,True,True,True,False,True,False,True,True,Free/No Cost
Guidance Center,Lincoln Park,MI,48146,313-388-4630,False,False,False,True,False,False,False,False,False,Medium Cost
Hegira Health Inc,Lincoln Park,MI,48146,313-389-7500,False,True,True,True,True,True,False,True,True,Free/No Cost
