facility_id,facility_name,address,city,state,zip,phone,google_maps_url,combined_text
T00695,Mesa Vista Wellness of New Mexico,4001 Office Court Drive,Santa Fe,NM,87507,5059838225,https://www.google.com/maps/place/Mesa+Vista+Wellness+of+New+Mexico/data=!4m7!3m6!1s0x8718508deb8ddff5:0x8476aba72e0e4ef0!8m2!3d35.633277!4d-106.0164578!16s%2Fg%2F11b7b_r031!19sChIJ9d-N641QGIcR8E4OLqerdoQ?authuser=0&hl=zh-CN&rclk=1,mesa vista wellness of new mexico 4001 office court drive santa fe nm 87507 5059838225 mental health behavioral health counseling therapy psychiatry psychology
T00696,Mesilla Valley Hospital,3751 Del Rey Boulevard,Las Cruces,NM,88012,8008773500,https://www.google.com/maps/place/Mesilla+Valley+Hospital/data=!4m7!3m6!1s0x86de3c59b55a8bb1:0x3748dd9824249667!8m2!3d32.3568075!4d-106.773823!16s%2Fg%2F1tg79h4d!19sChIJsYtatVk83oYRZ5YkJJjdSDc?authuser=0&hl=zh-CN&rclk=1,mesilla valley hospital 3751 del rey boulevard las cruces nm 88012 8008773500 mental health behavioral health counseling therapy psychiatry psychology
T00697,Mesquite Valley Integrated Health,560 West Brown Road,Mesa,AZ,85201,4805097738,https://www.google.com/maps/place/Mesquite+Valley+Integrated+Health/data=!4m7!3m6!1s0x872baf12440c0d77:0x417458efb4bcbb18!8m2!3d33.4360452!4d-111.8432293!16s%2Fg%2F11qn67t25t!19sChIJdw0MRBKvK4cRGLu8tO9YdEE?authuser=0&hl=zh-CN&rclk=1,mesquite valley integrated health 560 west brown road mesa az 85201 4805097738 mental health behavioral health counseling therapy psychiatry psychology
T00698,"Metro Behavioral Health, LLC",2701 Southeast University Avenue,Minneapolis,MN,55414,6127677770,"https://www.google.com/maps/place/Metro+Behavioral+Health,+LLC/data=!4m7!3m6!1s0x87f62824732a5acd:0x8fbbad53541b2b0e!8m2!3d44.9723653!4d-93.2177047!16s%2Fg%2F11clk_2y3t!19sChIJzVoqcyQo9ocRDisbVFOtu48?authuser=0&hl=zh-CN&rclk=1","metro behavioral health, llc 2701 southeast university avenue minneapolis mn 55414 6127677770 mental health behavioral health counseling therapy psychiatry psychology"
T00699,Metropolitan Center For Mental Health,160 West 86th Street,City of New York,NY,10024,2123628755,https://www.google.com/maps/place/Metropolitan+Center+For+Mental+Health/data=!4m7!3m6!1s0x89c258845e22dc2f:0x8e180cb90160ad2f!8m2!3d40.7872043!4d-73.9744964!16s%2Fg%2F1pxqclmg9!19sChIJL9wiXoRYwokRL61gAbkMGI4?authuser=0&hl=zh-CN&rclk=1,metropolitan center for mental health 160 west 86th street city of new york ny 10024 2123628755 mental health behavioral health counseling therapy psychiatry psychology
T00700,Metropolitan Human Services District - Central City Behavioral Mental Health Clinic,Simon Bolivar Avenue,New Orleans,LA,70113,5045990245,https://www.google.com/maps/place/Metropolitan+Human+Services+District+-+Central+City+Behavioral+Mental+Health+Clinic/data=!4m7!3m6!1s0x8620a5cf9080dd29:0xb9ec78542271e37c!8m2!3d29.9385432!4d-90.085683!16s%2Fg%2F1vnrlcj1!19sChIJKd2AkM-lIIYRfONxIlR47Lk?authuser=0&hl=zh-CN&rclk=1,metropolitan human services district - central city behavioral mental health clinic simon bolivar avenue new orleans la 70113 5045990245 mental health behavioral health counseling therapy psychiatry psychology
T00701,Metropolitan Human Services District - Chartres Behavioral Mental Health Clinic,725 Elysian Fields Avenue,New Orleans,LA,70117,5045683130,https://www.google.com/maps/place/Metropolitan+Human+Services+District+-+Chartres+Behavioral+Mental+Health+Clinic/data=!4m7!3m6!1s0x8620a6187c04cb63:0x7dd037337ecfc8c4!8m2!3d29.9650544!4d-90.0562781!16s%2Fg%2F1td76yft!19sChIJY8sEfBimIIYRxMjPfjM30H0?authuser=0&hl=zh-CN&rclk=1,metropolitan human services district - chartres behavioral mental health clinic 725 elysian fields avenue new orleans la 70117 5045683130 mental health behavioral health counseling therapy psychiatry psychology
T00702,Metropolitan St. Louis Psychiatric Center,Delmar Boulevard,Saint Louis,MO,63130,3148770500,https://www.google.com/maps/place/Metropolitan+St.+Louis+Psychiatric+Center/data=!4m7!3m6!1s0x87df4acca19a6733:0xb16e2a7e5dd37119!8m2!3d38.6537588!4d-90.2759966!16s%2Fg%2F1td2n0lv!19sChIJM2eaocxK34cRGXHTXX4qbrE?authuser=0&hl=zh-CN&rclk=1,metropolitan st. louis psychiatric center delmar boulevard saint louis mo 63130 3148770500 mental health behavioral health counseling therapy psychiatry psychology
T00703,Metta Holistic Therapy,1235 Canyon Road,Jaco,WV,26508,3044494490,https://www.google.com/maps/place/Metta+Holistic+Therapy/data=!4m7!3m6!1s0x60f78a7c07bca2c9:0x53ced937cd747ed6!8m2!3d39.6700728!4d-79.9117272!16s%2Fg%2F11q8xdpljl!19sChIJyaK8B3yK92AR1n50zTfZzlM?authuser=0&hl=zh-CN&rclk=1,metta holistic therapy 1235 canyon road jaco wv 26508 3044494490 mental health behavioral health counseling therapy psychiatry psychology
T00704,Miami Behavioral Health Center,3850 West Flagler Street,Coral Gables,FL,33134,3057743616,https://www.google.com/maps/place/Miami+Behavioral+Health+Center/data=!4m7!3m6!1s0x88d9b77240057595:0x7ed995af316052ed!8m2!3d25.7715532!4d-80.2578742!16s%2Fg%2F1tf612ds!19sChIJlXUFQHK32YgR7VJgMa-V2X4?authuser=0&hl=zh-CN&rclk=1,miami behavioral health center 3850 west flagler street coral gables fl 33134 3057743616 mental health behavioral health counseling therapy psychiatry psychology
T00705,Miami Mental Health,Northwest 53rd Street,Doral,FL,33166,7865296651,https://www.google.com/maps/place/Miami+Mental+Health/data=!4m7!3m6!1s0x88d9c7a70d0ba8d9:0x2fbd67894195ddef!8m2!3d25.8212276!4d-80.3263975!16s%2Fg%2F11q2y_vpz8!19sChIJ2agLDafH2YgR792VQYlnvS8?authuser=0&hl=zh-CN&rclk=1,miami mental health northwest 53rd street doral fl 33166 7865296651 mental health behavioral health counseling therapy psychiatry psychology
T00706,Michael DeVine Counseling & Coaching,655 Metro Place South,Dublin,OH,43017,6143502948,https://www.google.com/maps/place/Michael+DeVine+Counseling+%26+Coaching/data=!4m7!3m6!1s0x88388f3411760ee3:0x21c7c5b9923a53b1!8m2!3d40.094806!4d-83.135274!16s%2Fg%2F11c0rvzk36!19sChIJ4w52ETSPOIgRsVM6krnFxyE?authuser=0&hl=zh-CN&rclk=1,michael devine counseling & coaching 655 metro place south dublin oh 43017 6143502948 mental health behavioral health counseling therapy psychiatry psychology
T00707,Michigan Advanced Psychiatry,320 North Main Street,Ann Arbor,MI,48104,7344364886,https://www.google.com/maps/place/Michigan+Advanced+Psychiatry/data=!4m7!3m6!1s0x883caf1aeca7352f:0xb88f46bfb89007e0!8m2!3d42.2838791!4d-83.7479672!16s%2Fg%2F11jwhkcvd9!19sChIJLzWn7BqvPIgR4AeQuL9Gj7g?authuser=0&hl=zh-CN&rclk=1,michigan advanced psychiatry 320 north main street ann arbor mi 48104 7344364886 mental health behavioral health counseling therapy psychiatry psychology
T00708,MidValley Healthcare - Meridian,2321 East Gala Street,Meridian,ID,83642,2088885848,https://www.google.com/maps/place/MidValley+Healthcare+-+Meridian/data=!4m7!3m6!1s0x54ae514f454429b5:0x8028f010f9a5f08d!8m2!3d43.5889706!4d-116.3653244!16s%2Fg%2F1v_z8mkd!19sChIJtSlERU9RrlQRjfCl-RDwKIA?authuser=0&hl=zh-CN&rclk=1,midvalley healthcare - meridian 2321 east gala street meridian id 83642 2088885848 mental health behavioral health counseling therapy psychiatry psychology
T00709,Mighty Behavioral Health Services,11 East Lexington Street,Baltimore,MD,21202,6672602933,https://www.google.com/maps/place/Mighty+Behavioral+Health+Services/data=!4m7!3m6!1s0x89c80545d9985fb5:0xdea0c75b3e28894f!8m2!3d39.2908907!4d-76.6145412!16s%2Fg%2F11hmygr7yc!19sChIJtV-Y2UUFyIkRT4koPlvHoN4?authuser=0&hl=zh-CN&rclk=1,mighty behavioral health services 11 east lexington street baltimore md 21202 6672602933 mental health behavioral health counseling therapy psychiatry psychology
T00710,Mighty Mental Health,South Rainbow Boulevard,Clark County,NV,89146,7024791600,https://www.google.com/maps/place/Mighty+Mental+Health/data=!4m7!3m6!1s0x80c8c18b963f9de7:0xa35b390e0065ce59!8m2!3d36.1409636!4d-115.2433335!16s%2Fg%2F11ldwltvfg!19sChIJ550_lovByIARWc5lAA45W6M?authuser=0&hl=zh-CN&rclk=1,mighty mental health south rainbow boulevard clark county nv 89146 7024791600 mental health behavioral health counseling therapy psychiatry psychology
T00711,Mile High Psychiatry,2675 South Abilene Street,Aurora,CO,80014,7205074779,https://www.google.com/maps/place/Mile+High+Psychiatry/data=!4m7!3m6!1s0x876c881fcf397e71:0xf67f47bb6ebd7f53!8m2!3d39.6686397!4d-104.8288475!16s%2Fg%2F11g6qvck1c!19sChIJcX45zx-IbIcRU3-9brtHf_Y?authuser=0&hl=zh-CN&rclk=1,mile high psychiatry 2675 south abilene street aurora co 80014 7205074779 mental health behavioral health counseling therapy psychiatry psychology
T00712,Millhill Child & Family Outpatient Clinic,802 Prospect Street,Trenton,NJ,08618,6099897333,https://www.google.com/maps/place/Millhill+Child+%26+Family+Outpatient+Clinic/data=!4m7!3m6!1s0x89c1582e833e29f7:0xd3f4b5c0e0a977e8!8m2!3d40.2333352!4d-74.7723133!16s%2Fg%2F11gfgpk60f!19sChIJ9yk-gy5YwYkR6Hep4MC19NM?authuser=0&hl=zh-CN&rclk=1,millhill child & family outpatient clinic 802 prospect street trenton nj 08618 6099897333 mental health behavioral health counseling therapy psychiatry psychology
T00713,Milwaukee County Mental Health,1525 North 12th Street,Milwaukee,WI,53205,4142576995,https://www.google.com/maps/place/Milwaukee+County+Mental+Health/data=!4m7!3m6!1s0x880504e08845eeb9:0x13dc036d7dff248e!8m2!3d43.0504294!4d-87.927272!16s%2Fg%2F1tfq9t44!19sChIJue5FiOAEBYgRjiT_fW0D3BM?authuser=0&hl=zh-CN&rclk=1,milwaukee county mental health 1525 north 12th street milwaukee wi 53205 4142576995 mental health behavioral health counseling therapy psychiatry psychology
T00714,"Milwaukee Mental Health Associates, Inc.",3975 North 68th Street,Milwaukee,WI,53216,4148731960,"https://www.google.com/maps/place/Milwaukee+Mental+Health+Associates,+Inc./data=!4m7!3m6!1s0x88051c889bdc90c1:0x41ba4266d149e398!8m2!3d43.089613!4d-87.997433!16s%2Fg%2F1tq6f1h8!19sChIJwZDcm4gcBYgRmONJ0WZCukE?authuser=0&hl=zh-CN&rclk=1","milwaukee mental health associates, inc. 3975 north 68th street milwaukee wi 53216 4148731960 mental health behavioral health counseling therapy psychiatry psychology"
T00715,Mind and Body Counseling Associates,4600 Martin Luther King Junior Memorial Highway,Reno,NV,89502,7755077222,https://www.google.com/maps/place/Mind+and+Body+Counseling+Associates/data=!4m7!3m6!1s0x80993fb86afae7e7:0xf8a28ea9927007cd!8m2!3d39.4832944!4d-119.7880202!16s%2Fg%2F11fcsqdzg7!19sChIJ5-f6arg_mYARzQdwkqmOovg?authuser=0&hl=zh-CN&rclk=1,mind and body counseling associates 4600 martin luther king junior memorial highway reno nv 89502 7755077222 mental health behavioral health counseling therapy psychiatry psychology
T00716,MindWell Behavioral Health,Olden Avenue,Ewing Township,NJ,08618,6092377100,https://www.google.com/maps/place/MindWell+Behavioral+Health/data=!4m7!3m6!1s0x89c6b33bf42f1497:0x520d038361132d10!8m2!3d40.2502191!4d-74.7816486!16s%2Fg%2F11qr6kd7k4!19sChIJlxQv9DuzxokREC0TYYMDDVI?authuser=0&hl=zh-CN&rclk=1,mindwell behavioral health olden avenue ewing township nj 08618 6092377100 mental health behavioral health counseling therapy psychiatry psychology
T00717,"MindWell Health Therapists, Psychiatry, and Ketamine",16 Mills Avenue,Greenville,SC,29605,8647358080,"https://www.google.com/maps/place/MindWell+Health+Therapists,+Psychiatry,+and+Ketamine/data=!4m7!3m6!1s0x49ebf99b3f417527:0x36661d0fb20511a4!8m2!3d34.8320876!4d-82.4056436!16s%2Fg%2F11jyd3jcvd!19sChIJJ3VBP5v560kRpBEFsg8dZjY?authuser=0&hl=zh-CN&rclk=1","mindwell health therapists, psychiatry, and ketamine 16 mills avenue greenville sc 29605 8647358080 mental health behavioral health counseling therapy psychiatry psychology"
T00718,MindWell Urgent Care Psychiatry & Mental Health,1250 West Mockingbird Lane,Dallas,TX,75235,2142476568,https://www.google.com/maps/place/MindWell+Urgent+Care+Psychiatry+%26+Mental+Health/data=!4m7!3m6!1s0x864e9d27e05b54c1:0xdd88423f7b941d5a!8m2!3d32.8197043!4d-96.8672249!16s%2Fg%2F11qntqsp90!19sChIJwVRb4CedToYRWh2Uez9CiN0?authuser=0&hl=zh-CN&rclk=1,mindwell urgent care psychiatry & mental health 1250 west mockingbird lane dallas tx 75235 2142476568 mental health behavioral health counseling therapy psychiatry psychology
T00719,Mindful Care Psychiatry and Therapy in Ann Arbor,341 West Washington Street,Ann Arbor,MI,48103,5165057200,https://www.google.com/maps/place/Mindful+Care+Psychiatry+and+Therapy+in+Ann+Arbor/data=!4m7!3m6!1s0x883cafdb8c68a757:0x6574cd3c7be8582a!8m2!3d42.2804115!4d-83.7513984!16s%2Fg%2F11vzqrv3kn!19sChIJV6dojNuvPIgRKljoezzNdGU?authuser=0&hl=zh-CN&rclk=1,mindful care psychiatry and therapy in ann arbor 341 west washington street ann arbor mi 48103 5165057200 mental health behavioral health counseling therapy psychiatry psychology
T00720,Mindful Health Adolescent & Adult Counseling,4750 Venture Drive,Pittsfield Charter Township,MI,48108,6163210579,https://www.google.com/maps/place/Mindful+Health+Adolescent+%26+Adult+Counseling/data=!4m7!3m6!1s0x8819ad4ddc7f17df:0xbaeb88eecf350ffc!8m2!3d42.2178147!4d-83.7326668!16s%2Fg%2F11tcl4t51g!19sChIJ3xd_3E2tGYgR_A81z-6I67o?authuser=0&hl=zh-CN&rclk=1,mindful health adolescent & adult counseling 4750 venture drive pittsfield charter township mi 48108 6163210579 mental health behavioral health counseling therapy psychiatry psychology
T00721,"Mindful Health Counseling & Wellness, PLLC",Slate Drive,Bismarck,ND,58503,7017510302,"https://www.google.com/maps/place/Mindful+Health+Counseling+%26+Wellness,+PLLC/data=!4m7!3m6!1s0x52d78367f5dee205:0x33e87735c5261c2d!8m2!3d46.855386!4d-100.7929471!16s%2Fg%2F11fsr6b_gc!19sChIJBeLe9WeD11IRLRwmxTV36DM?authuser=0&hl=zh-CN&rclk=1","mindful health counseling & wellness, pllc slate drive bismarck nd 58503 7017510302 mental health behavioral health counseling therapy psychiatry psychology"
T00722,Mindful Health Solutions - TMS - Spravato Treatment - San Francisco,350;360 Post Street,San Francisco,CA,94108,6509771640,https://www.google.com/maps/place/Mindful+Health+Solutions+-+TMS+-+Spravato+Treatment+-+San+Francisco/data=!4m7!3m6!1s0x8085808ec8f572b3:0x531ab3cf6f9485dd!8m2!3d37.788655!4d-122.407694!16s%2Fg%2F11bzq3mbfp!19sChIJs3L1yI6AhYAR3YWUb8-zGlM?authuser=0&hl=zh-CN&rclk=1,mindful health solutions - tms - spravato treatment - san francisco 350;360 post street san francisco ca 94108 6509771640 mental health behavioral health counseling therapy psychiatry psychology
T00723,Mindful Health Solutions - TMS - Spravato Treatment - Seattle,115 Northeast 100th Street,Seattle,WA,98125,4259529377,https://www.google.com/maps/place/Mindful+Health+Solutions+-+TMS+-+Spravato+Treatment+-+Seattle/data=!4m7!3m6!1s0x549013a1a5d05fab:0x9869b4eaa69d450a!8m2!3d47.7008087!4d-122.3271671!16s%2Fg%2F11s5tzslnf!19sChIJq1_QpaETkFQRCkWdpuq0aZg?authuser=0&hl=zh-CN&rclk=1,mindful health solutions - tms - spravato treatment - seattle 115 northeast 100th street seattle wa 98125 4259529377 mental health behavioral health counseling therapy psychiatry psychology
T00724,Mindful Matters,1609 23rd Avenue,Gulfport,MS,39501,2282844651,https://www.google.com/maps/place/Mindful+Matters/data=!4m7!3m6!1s0x889c171d97eacf83:0x7cdced77404b486b!8m2!3d30.3708575!4d-89.0906087!16s%2Fg%2F11c5fzk2_j!19sChIJg8_qlx0XnIgRa0hLQHft3Hw?authuser=0&hl=zh-CN&rclk=1,mindful matters 1609 23rd avenue gulfport ms 39501 2282844651 mental health behavioral health counseling therapy psychiatry psychology
T00725,Mindful Solutions LLC,1037 Twilight Trail,Franklin County,KY,40601,9312171137,https://www.google.com/maps/place/Mindful+Solutions+LLC/data=!4m7!3m6!1s0x88420ddb05b3e9a3:0xf544e7f966fef573!8m2!3d38.1549601!4d-84.8953441!16s%2Fg%2F11j2yfb4st!19sChIJo-mzBdsNQogRc_X-ZvnnRPU?authuser=0&hl=zh-CN&rclk=1,mindful solutions llc 1037 twilight trail franklin county ky 40601 9312171137 mental health behavioral health counseling therapy psychiatry psychology
T00726,Mindful Springs Counseling,3280 East Woodmen Road,Colorado Springs,CO,80920,8336901958,https://www.google.com/maps/place/Mindful+Springs+Counseling/data=!4m7!3m6!1s0x87134999fd400a2f:0x2a113a447946f127!8m2!3d38.936535!4d-104.764005!16s%2Fg%2F1pp2vjdvc!19sChIJLwpA_ZlJE4cRJ_FGeUQ6ESo?authuser=0&hl=zh-CN&rclk=1,mindful springs counseling 3280 east woodmen road colorado springs co 80920 8336901958 mental health behavioral health counseling therapy psychiatry psychology
T00727,Mindify Wellness and Care: Mental Health Therapy New Jersey,475 Mount Prospect Avenue,Newark,NJ,07104,7323393398,https://www.google.com/maps/place/Mindify+Wellness+and+Care:+Mental+Health+Therapy+New+Jersey/data=!4m7!3m6!1s0x89c255962c083e2f:0x31a539068dbab4b0!8m2!3d40.7676313!4d-74.1689114!16s%2Fg%2F11xcxsyg2n!19sChIJLz4ILJZVwokRsLS6jQY5pTE?authuser=0&hl=zh-CN&rclk=1,mindify wellness and care: mental health therapy new jersey 475 mount prospect avenue newark nj 07104 7323393398 mental health behavioral health counseling therapy psychiatry psychology
T00728,Mindpath Health Psychiatrists & Therapists - Charlotte,Piedmont Row Drive South,Charlotte,NC,28210,9804639202,https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+Charlotte/data=!4m7!3m6!1s0x88569f4c95b7cb4d:0xd4c81ff43f904231!8m2!3d35.1483816!4d-80.8406275!16s%2Fg%2F11hf1y3s1b!19sChIJTcu3lUyfVogRMUKQP_QfyNQ?authuser=0&hl=zh-CN&rclk=1,mindpath health psychiatrists & therapists - charlotte piedmont row drive south charlotte nc 28210 9804639202 mental health behavioral health counseling therapy psychiatry psychology
T00729,Mindpath Health Psychiatrists & Therapists - Dallas,Sauret Terrace,Dallas,TX,75230,4697695344,https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+Dallas/data=!4m7!3m6!1s0x864e9f7986f4ca55:0xf5d0e524a2eae3!8m2!3d32.8809127!4d-96.77302!16s%2Fg%2F11ry4w5z_8!19sChIJVcr0hnmfToYR4-qiJOXQ9QA?authuser=0&hl=zh-CN&rclk=1,mindpath health psychiatrists & therapists - dallas sauret terrace dallas tx 75230 4697695344 mental health behavioral health counseling therapy psychiatry psychology
T00730,Mindpath Health Psychiatrists & Therapists - Greensboro,North Church Street,Greensboro,NC,27411,3365944709,https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+Greensboro/data=!4m7!3m6!1s0x88531f593ba548cb:0xab1938e1f100012c!8m2!3d36.0939618!4d-79.7828277!16s%2Fg%2F11qpbx_zrm!19sChIJy0ilO1kfU4gRLAEA8eE4Gas?authuser=0&hl=zh-CN&rclk=1,mindpath health psychiatrists & therapists - greensboro north church street greensboro nc 27411 3365944709 mental health behavioral health counseling therapy psychiatry psychology
T00731,"Mindpath Health Psychiatrists & Therapists - North Charleston, SC",Tricom Street,North Charleston,SC,29445,8435881712,"https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+North+Charleston,+SC/data=!4m7!3m6!1s0x88fe61956cbb8c99:0x622611679c8d0971!8m2!3d32.9746205!4d-80.0691455!16s%2Fg%2F11c0xv96_j!19sChIJmYy7bJVh_ogRcQmNnGcRJmI?authuser=0&hl=zh-CN&rclk=1","mindpath health psychiatrists & therapists - north charleston, sc tricom street north charleston sc 29445 8435881712 mental health behavioral health counseling therapy psychiatry psychology"
T00732,Mindpath Health Psychiatrists & Therapists - Raleigh,4700 Falls of Neuse Road,Raleigh,NC,27609,9193518915,https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+Raleigh/data=!4m7!3m6!1s0x89ac58e667be04a7:0x9de5ed8f8bfe942f!8m2!3d35.8456266!4d-78.6137598!16s%2Fg%2F11f0wmnss9!19sChIJpwS-Z-ZYrIkRL5T-i4_t5Z0?authuser=0&hl=zh-CN&rclk=1,mindpath health psychiatrists & therapists - raleigh 4700 falls of neuse road raleigh nc 27609 9193518915 mental health behavioral health counseling therapy psychiatry psychology
T00733,Mindpath Health Psychiatrists & Therapists - Sacramento,Capital City Freeway,Sacramento,CA,95815,9162327884,https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+Sacramento/data=!4m7!3m6!1s0x809ad9f76fd8ad49:0x350088517522672b!8m2!3d38.6060112!4d-121.4341402!16s%2Fg%2F1td3lvks!19sChIJSa3Yb_fZmoARK2cidVGIADU?authuser=0&hl=zh-CN&rclk=1,mindpath health psychiatrists & therapists - sacramento capital city freeway sacramento ca 95815 9162327884 mental health behavioral health counseling therapy psychiatry psychology
T00734,Mindpath Health Psychiatrists & Therapists - San Francisco,456 Montgomery Street,San Francisco,CA,94111,4158530497,https://www.google.com/maps/place/Mindpath+Health+Psychiatrists+%26+Therapists+-+San+Francisco/data=!4m7!3m6!1s0x808580d07e8d4225:0x5da485873da0b133!8m2!3d37.7935838!4d-122.4026424!16s%2Fg%2F1vs5wyzw!19sChIJJUKNftCAhYARM7GgPYeFpF0?authuser=0&hl=zh-CN&rclk=1,mindpath health psychiatrists & therapists - san francisco 456 montgomery street san francisco ca 94111 4158530497 mental health behavioral health counseling therapy psychiatry psychology
T00735,Mindset Behavioral Health,East 55th Place,Tulsa,OK,74105,9186911435,https://www.google.com/maps/place/Mindset+Behavioral+Health/data=!4m7!3m6!1s0x87b693e1e656afed:0x517c6b6e78a0776f!8m2!3d36.083228!4d-95.9575457!16s%2Fg%2F11ndvmknwx!19sChIJ7a9W5uGTtocRb3egeG5rfFE?authuser=0&hl=zh-CN&rclk=1,mindset behavioral health east 55th place tulsa ok 74105 9186911435 mental health behavioral health counseling therapy psychiatry psychology
T00736,Minnesota Center for Psychology,2324 University Avenue West,Saint Paul,MN,55114,6516444100,https://www.google.com/maps/place/Minnesota+Center+for+Psychology/data=!4m7!3m6!1s0x52b32cb78559c6bf:0xa1dbbe3a13435cdf!8m2!3d44.9623458!4d-93.1962368!16s%2Fg%2F1tk6_423!19sChIJv8ZZhbcss1IR31xDEzq-26E?authuser=0&hl=zh-CN&rclk=1,minnesota center for psychology 2324 university avenue west saint paul mn 55114 6516444100 mental health behavioral health counseling therapy psychiatry psychology
T00737,Minnesota Mental Health Clinics,5346 Lyndale Avenue South,Minneapolis,MN,55419,6127465888,https://www.google.com/maps/place/Minnesota+Mental+Health+Clinics/data=!4m7!3m6!1s0x87f6265ab39b85b9:0x3dc133a530c75dda!8m2!3d44.905393!4d-93.288522!16s%2Fg%2F1vxzb5f4!19sChIJuYWbs1om9ocR2l3HMKUzwT0?authuser=0&hl=zh-CN&rclk=1,minnesota mental health clinics 5346 lyndale avenue south minneapolis mn 55419 6127465888 mental health behavioral health counseling therapy psychiatry psychology
T00738,Mission Mental Health/Mission ACT,2712 Mission Street,San Francisco,CA,90110,6287548800,https://www.google.com/maps/place/Mission+Mental+Health%2FMission+ACT/data=!4m7!3m6!1s0x808f7e3f5704be1f:0xaea2032ac40e9a4a!8m2!3d37.7533529!4d-122.4191495!16s%2Fg%2F1tfmj146!19sChIJH74EVz9-j4ARSpoOxCoDoq4?authuser=0&hl=zh-CN&rclk=1,mission mental health/mission act 2712 mission street san francisco ca 90110 6287548800 mental health behavioral health counseling therapy psychiatry psychology
T00739,Mississippi Department of Mental Health,James Meredith Drive,Jackson,MS,39201,6013591288,https://www.google.com/maps/place/Mississippi+Department+of+Mental+Health/data=!4m7!3m6!1s0x86283252e229ce0d:0x64b7c550786d1177!8m2!3d32.3024344!4d-90.1855929!16s%2Fg%2F1td13myq!19sChIJDc4p4lIyKIYRdxFteFDFt2Q?authuser=0&hl=zh-CN&rclk=1,mississippi department of mental health james meredith drive jackson ms 39201 6013591288 mental health behavioral health counseling therapy psychiatry psychology
T00740,Missouri Department Of Mental Health,1738 East Elm Street,Jefferson City,MO,65101,5737514122,https://www.google.com/maps/place/Missouri+Department+Of+Mental+Health/data=!4m7!3m6!1s0x87d8e938fdaa30bb:0x150039725192db3e!8m2!3d38.5544903!4d-92.1530258!16s%2Fg%2F1tvm39jf!19sChIJuzCq_Tjp2IcRPtuSUXI5ABU?authuser=0&hl=zh-CN&rclk=1,missouri department of mental health 1738 east elm street jefferson city mo 65101 5737514122 mental health behavioral health counseling therapy psychiatry psychology
T00741,Modern Mental Health - Therapy Pittsburgh PA,Babcock Boulevard,McCandless,PA,16059,4127481707,https://www.google.com/maps/place/Modern+Mental+Health+-+Therapy+Pittsburgh+PA/data=!4m7!3m6!1s0x88348b53cfdfc8a3:0x215bc4624137ddea!8m2!3d40.5627242!4d-80.0213424!16s%2Fg%2F11vzc1xh0h!19sChIJo8jfz1OLNIgR6t03QWLEWyE?authuser=0&hl=zh-CN&rclk=1,modern mental health - therapy pittsburgh pa babcock boulevard mccandless pa 16059 4127481707 mental health behavioral health counseling therapy psychiatry psychology
T00742,Molokini Mental Health,1405 Makiki Street,Honolulu,HI,96814,8086986894,https://www.google.com/maps/place/Molokini+Mental+Health/data=!4m7!3m6!1s0x7c006d32c8b4e251:0x67a235d7a70beb4d!8m2!3d21.3018679!4d-157.8371831!16s%2Fg%2F11yct9mgkf!19sChIJUeK0yDJtAHwRTesLp9c1omc?authuser=0&hl=zh-CN&rclk=1,molokini mental health 1405 makiki street honolulu hi 96814 8086986894 mental health behavioral health counseling therapy psychiatry psychology
T00743,Mon Health Wedgewood Psychiatry,Mon General Drive,Monongalia County,WV,26505,3045991975,https://www.google.com/maps/place/Mon+Health+Wedgewood+Psychiatry/data=!4m7!3m6!1s0x88357ba791711729:0x445cce15336c8298!8m2!3d39.6578166!4d-79.9514726!16s%2Fg%2F1tqtbb7n!19sChIJKRdxkad7NYgRmIJsMxXOXEQ?authuser=0&hl=zh-CN&rclk=1,mon health wedgewood psychiatry mon general drive monongalia county wv 26505 3045991975 mental health behavioral health counseling therapy psychiatry psychology
T00744,Monarch,5700 Executive Center Drive,Charlotte,NC,28212,8662727826,https://www.google.com/maps/place/Monarch/data=!4m7!3m6!1s0x885421c2a9166951:0x3141ad06008cc07b!8m2!3d35.1998739!4d-80.7438155!16s%2Fg%2F12600j9nc!19sChIJUWkWqcIhVIgRe8CMAAatQTE?authuser=0&hl=zh-CN&rclk=1,monarch 5700 executive center drive charlotte nc 28212 8662727826 mental health behavioral health counseling therapy psychiatry psychology
T00745,Monarch Behavioral Health,2080 South Eagle Road,Meridian,ID,83642,2083401688,https://www.google.com/maps/place/Monarch+Behavioral+Health/data=!4m7!3m6!1s0x54ae538ad5415777:0x21178b1cd7e96f21!8m2!3d43.5859581!4d-116.3538432!16s%2Fg%2F11c5blt18b!19sChIJd1dB1YpTrlQRIW_p1xyLFyE?authuser=0&hl=zh-CN&rclk=1,monarch behavioral health 2080 south eagle road meridian id 83642 2083401688 mental health behavioral health counseling therapy psychiatry psychology
