id,org,street,city,state,zip,context
,,,,,,1831516368	120 Health Center Dr		Ahoskie	NC	279108161	US	2523323548		2523321665
,,,,,,1881011260	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1356768469	3601 The Vanderbilt Clinic		Nashville	TN	372325147	US	6153223000
,,,,,,1790102788	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1124445002	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1124445002	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1033537709	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595000
,,,,,,"1346668829	4201 Saint Antoine St	""University Health Center, Suite 2E""	Detroit	MI	482012153	US	3137454832"
,,,,,,1144648312	1 BMC Place	Family Medicine Clinic	Boston	MA	21182393	US	6175695800
,,,,,,1174941488	1401 Jefferson Hwy	Ochsner Clinic Foundation	New Orleans	LA	701212426	US	5048427965
,,,,,,1750709911	707 Ash St	Essentia Health Spooner Clinic	Spooner	WI	548011234	US	7156352151
,,,,,,1750709911	707 Ash St	Essentia Health Spooner Clinic	Spooner	WI	548011234	US	7156352151
,,,,,,1386062511	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1679992630	3601 The Vanderbilt Clinic		Nashville	TN	372320005	US	6159362000
,,,,,,1770902587	875 South Route 31	Mercy Health and Physicians Clinic: Crystal Lake	Crystal Lake	IL	600148190	US	7792205500
,,1588083356	145 Hart St	Aerospace Medicine Clinic	Sheppard AFB,,TX,76311,1588083356	145 Hart St	Aerospace Medicine Clinic	Sheppard AFB	TX	76311	US	9406766509
,,1295154938	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1295154938	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,1487073169	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland,,OH,44195,1487073169	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	44195	US	2164445996
,,,,,,1346669777	3601 The Vanderbilt Clinic		Nashville	TN	372322005	US	6159362000
,,,,,,1053730416	3601 The Vanderbilt Clinic		Nashville	TN	372322608	US	6153223000
,,,,,,1629497870	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	2166368316		2166366036
,,,,,,1336568450	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582256
,,,,,,"1225458391	701 Park Ave	""HCMC, Dentistry Clinic""	Minneapolis	MN	554151623	US	7128993047"
,,1740609841	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1740609841	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1013337054	Mayo Clinic	200 1st ST SW	Rochester	MN	559050001	US	5072842511		5072840702
,,,,,,1497175228	3125 Transverse Dr	Health Science Campus Health Center	Toledo	OH	436148008	US	4193833771		4193833162
,,1184044950	2080 Child St	Family Medicine Clinic	Jacksonville,,FL,32214,1184044950	2080 Child St	Family Medicine Clinic	Jacksonville	FL	32214	US	8503561828
,,1417377136	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1417377136	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1346660024	79 Retreat Ave	Hartford Hospital Adult Primary Care Brownstone Clinic	Hartford	CT	61062527	US	8605450200
,,,,,,"1578983128	6620 Main St	""BCM 620, Baylor Clinic""	Houston	TX	770302348	US	7137985588		7137980223"
,,,,,,1134549793	Bayamon Health Center 2nd floor	Calle Manuel F Rossi Esquina Isabel II	Bayamon	PR	961	US	7872696590
,,1538589163	Essentia Health South University Clinic	1702 University Drive South	Fargo,,ND,58103,1538589163	Essentia Health South University Clinic	1702 University Drive South	Fargo	ND	58103	US	7013643300		7013648906
,,1588084073	2950 Cleveland Clinic Blvd.		Weston,,FL,33331,1588084073	2950 Cleveland Clinic Blvd.		Weston	FL	33331	US	9546595000		9546595622
,,,,,,1568882819	79 Retreat Ave	Brownstone Clinic Hartford Hospital Adult Primary Care	Hartford	CT	61062527	US	8605450200
,,,,,,1568882819	79 Retreat Ave	Brownstone Clinic Hartford Hospital Adult Primary Care	Hartford	CT	61062527	US	8605450200
,,,,,,1952711152	1200 NW 23rd Ave	Legacy Good Samaritan Clinic	Portland	OR	972102906	US	5034137074
,,,,,,1932519147	3130 Highland Ave Fl 2	UC Health Neurology Clinic	Cincinnati	OH	452192399	US	5135844061
,,,,,,1902216047	1301 Medical Center Dr	3930 The Vanderbilt Clinic	Nashville	TN	372320028	US	6159361567
,,1770993800	1025 Marsh Street	Mayo Clinic Health System Mankato	Mankato,,MN,56001,1770993800	1025 Marsh Street	Mayo Clinic Health System Mankato	Mankato	MN	56001	US	9522578909
,,,,,,1790195717	22 Clinic Dr		Paris	KY	403612161	US	8599870074		8599870098
,,,,,,1790195717	18 Clinic Dr		Paris	KY	403612161	US	8599875090		8599875006
,,,,,,1891105714	Cleveland Clinic		Cleveland	OH	441955612	US	2164459132
,,1144630054	4201 St. Antoine	Suite 2E University Health Center	Detroit,,MI,48201,1144630054	4201 St. Antoine	Suite 2E University Health Center	Detroit	MI	48201	US	3137454832		3137454052
,,,,,,1366852170	6420 Clayton Rd	St. Mary's Health Center	Saint Louis	MO	631171811	US	3147688778
,,1992115737	Essentia Health Fosston Clinic	900 Hilligoss Blvd. SE	Fosston,,MN,56542,1992115737	Essentia Health Fosston Clinic	900 Hilligoss Blvd. SE	Fosston	MN	56542	US	2184351133
,,1588074223	2950 Cleveland Clinic Blvd		Weston,,FL,33331,1588074223	2950 Cleveland Clinic Blvd		Weston	FL	33331	US	9546595559		9546595550
,,,,,,1235549908	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1588074157	1202 Martin Luther King Jr Way	Hilltop Regional Health Center	Tacoma	WA	984053926	US	2534414742
,,,,,,1316357957	200 Clinic Dr		Madisonville	KY	424311661	US	2708256680		2708257266
,,1598175150	MG Gourley VA/DoD Outpatient Clinic	201 9th St	Marina,,CA,93933,1598175150	MG Gourley VA/DoD Outpatient Clinic	201 9th St	Marina	CA	93933	US	8318841022
,"1497165914 4201 St. Antoine ""University Health Center , Suite 2E""",,Detroit,MI,48201,"1497165914	4201 St. Antoine	""University Health Center , Suite 2E""	Detroit	MI	48201	US	3137454832		3137454052"
,,1942610472	Moncure Community Health Center	7228 Moncure-Pittsboro Road	Moncure,,NC,27599,1942610472	Moncure Community Health Center	7228 Moncure-Pittsboro Road	Moncure	NC	27599	US	9195424991
,,1942610472	Moncure Community Health Center	7228 Moncure-Pittsboro Road	Moncure,,NC,27599,1942610472	Moncure Community Health Center	7228 Moncure-Pittsboro Road	Moncure	NC	27599	US	9195424991
,,1396155644	5212 Centre Avenue	UPMC Shadyside Family Health Center	Pittsburgh,,PA,15232,1396155644	5212 Centre Avenue	UPMC Shadyside Family Health Center	Pittsburgh	PA	15232	US	4126232287
,,,,,,1578973970	3601 The Vanderbilt Clinic		Nashville	TN	372324451	US	6153223000
,,,,,,1043621303	3601 The Vanderbilt Clinic		Nashville	TN	372322013	US	6159362000
,,,,,,1144631425	5003 Old Clinic Building		Chapel Hill	NC	275995000	US	9194456764		9199669734
,,,,,,1295146462	3601 The Vanderbilt Clinic		Nashville	TN	372320005	US	6159362000
,,,,,,1780095729	200 Clinic Dr		Madisonville	KY	424311661	US	2708256688		2708257266
,,,,,,1770994253	881 Uss James Madison Rd	Naval Branch Health Clinic Kings Bay	Kings Bay	GA	315472531	US	9125738801		9125733967
,,,,,,1427469956	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,1316359417	Camp Walker	Wood Clinic	APO,,AP,96218,1316359417	Camp Walker	Wood Clinic	APO	AP	96218	US	3157374797
,,,,,,"1235541277	1450 Chapel St	""Adult Primary Care Clinic, SRC, Yale-New Haven Hospital""	New Haven	CT	65114405	US	2037894044		2037893007"
,,,,,,"1821400698	18901 Lake Shore Blvd	""Euclid Hospital Health Center, #200""	Euclid	OH	441191078	US	2166928860"
,,,,,,1790197523	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,1942612643	1801 Sunset	Internal Medicine Clinic	Columbia,,SC,29203,1942612643	1801 Sunset	Internal Medicine Clinic	Columbia	SC	29203	US	8034344197		8034344160
,,,,,,1669884359	111 Hundertmark Rd Ste 220	Allina Health Clinic Chaska	Chaska	MN	553181197	US	9524482050
,,,,,,1669884359	111 Hundertmark Rd Ste 220	Allina Health Clinic Chaska	Chaska	MN	553181197	US	9524482050
,,,,,,1568874071	3601 The Vanderbilt Clinic		Nashville	TN	372322502	US	6159362000
,,1548672074	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1548672074	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1225441785	6000 W Hwy 98 Naval Hospital Family Medicine Clinic		Pensacola	FL	325120001	US	8505057120		8505056653
,,,,,,1568875508	7599 W Sand Lake Rd	Minute Clinic #4108	Orlando	FL	328195109	US	4073521177
,,,,,,1942613831	3601 The Vanderbilt Clinic		Nashville	TN	372325100	US	6159362000
,,1184037046	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1184037046	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,1639582547	1801 Sunset Dr	Internal Medicine Clinic	Columbia,,SC,29203,1639582547	1801 Sunset Dr	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1164835070	6620 Main St	Baylor Clinic	Houston	TX	770302348	US	4234637481
,,1285047191	1801 Sunset Dr	Internal Medicine Clinic	Columbia,,SC,29203,1285047191	1801 Sunset Dr	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1992118509	3601 The Vanderbilt Clinic		Nashville	TN	372320609	US	6159362000
,,1093129520	414 East Main Street	Clinic 7	Durham,,NC,27701,1093129520	414 East Main Street	Clinic 7	Durham	NC	27701	US	9195607726		9195607687
,,1174937601	1801 Sunset Dr	Internal Medicine Clinic	Columbia,,SC,29203,1174937601	1801 Sunset Dr	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,1316351836	1801 Sunset Drive	Orthopaedic Surgery Clinic	Columbia,,SC,29203,1316351836	1801 Sunset Drive	Orthopaedic Surgery Clinic	Columbia	SC	29203	US	8034344166		8034344183
,,1811301203	1801 Sunset Drive	Internal Medicine Clinic	Columbia,,SC,29203,1811301203	1801 Sunset Drive	Internal Medicine Clinic	Columbia	SC	29203	US	8034344153		8034344160
,,,,,,1114331576	33100 Cleveland Clinic Blvd		Avon	OH	440111390	US	2164449780
,,,,,,1104230218	515 22nd Avenue	Monroe Clinic	Monroe	WI	535661569	US	6083242222		6414287788
,,1639583560	Marshfield Clinic	1000 N Oak Avenue	Marshfield,,WI,54449,1639583560	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	54449	US	7153875511
,,1396159240	107 H. Street	Verne E. Gibbs Clinic	Poplar,,MT,59255,1396159240	107 H. Street	Verne E. Gibbs Clinic	Poplar	MT	59255	US	4067683491
,,,,,,1124432075	Midwestern University Speech Pathology Clinic	3450 Lacey Rd	Downers Grove	IL	605155430	US	6307434500
,,,,,,1063826857	1044 Belmont Ave	St. Elizabeth Health Center	Youngstown	OH	445041006	US	3307467211
,,,,,,1508271230	33300 Cleveland Clinic Blvd		Avon	OH	440111172	US	4406955000
,,,,,,1366857906	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582256
,,1861807042	2573 State HWY 522 Questa Health Center/PMS		Questa,,NM,87556,1861807042	2573 State HWY 522 Questa Health Center/PMS		Questa	NM	87556	US	5755860315		5755860234
,,1922413236	1801 Sunset Drive	General Surgery Clinic	Columbia,,SC,29203,1922413236	1801 Sunset Drive	General Surgery Clinic	Columbia	SC	29203	US	8034344166		8034344183
,,1427463595	401 West Allegheny Avenue	Maria de los Santos Health Center	Philadelphia,,PA,19133,1427463595	401 West Allegheny Avenue	Maria de los Santos Health Center	Philadelphia	PA	19133	US	2152912500
,,1427463595	401 West Allegheny Avenue	Maria de los Santos Health Center	Philadelphia,,PA,19133,1427463595	401 West Allegheny Avenue	Maria de los Santos Health Center	Philadelphia	PA	19133	US	2152912500
,,,,,,1144635376	517 Moye Blvd	ECU Physicians Medicine and Peds Clinic	Greenville	NC	278342849	US	2527440766		2527440392
,,,,,,1649685546	16830 198th Avenue NW	CentraCare Clinic - Big Lake	Big Lake	MN	553094860	US	7632637300		7632637334
,,1124434998	ROCKY BOY TRIBAL HEALTH CENTER	6850 UPPER BOX ELDER ROAD	BOX ELDER,,MT,59521,1124434998	ROCKY BOY TRIBAL HEALTH CENTER	6850 UPPER BOX ELDER ROAD	BOX ELDER	MT	59521	US	4063954486
,,,,,,1962817767	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1902212525	420 N James Rd	Eye Clinic	Columbus	OH	432191834	US	6142575200
,,1013323831	Marshfield Clinic Minocqua Center	9576 Hwy 70	Minocqua,,WI,54548,1013323831	Marshfield Clinic Minocqua Center	9576 Hwy 70	Minocqua	WI	54548	US	7153581000
,,,,,,1639585086	Pliable Mobile Clinic		Seattle	WA	981262829	US	3607477751		8444433114
,,,,,,1942616115	1201 3rd Avenue SE Eastern Iowa Health Center		Cedar Rapids	IA	524034009	US	3197307300		3197307368
,,,,,,1457767584	740 S Limestone St	L-441 Kentucky Clinic	Lexington	KY	405360001	US	8593235661
,,1659787620	1025 Marsh Street	Mayo clinic Health system	Mankato,,MN,56001,1659787620	1025 Marsh Street	Mayo clinic Health system	Mankato	MN	56001	US	5076254031
,"1700292786 2000 6th Avenue South ""Kirklin Clinic, 4th floor""",,birmingham,AL,35233,"1700292786	2000 6th Avenue South	""Kirklin Clinic, 4th floor""	birmingham	AL	35233	US	2059963636"
,,,,,,1215344825	1900 Centracare Cir # 2400	CentraCare Clinic	Saint Cloud	MN	563035000	US	3202294916
,,,,,,1962819540	McDonald Army Health Center	576 Jefferson Ave	Ft. Eustis	VA	236045442	US	8044901639
,,1386051506	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1386051506	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6159362000
,,,,,,1104234707	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1154739779	4150 Clement St	VA Eye Clinic 112A	San Francisco	CA	941211545	US	4057502208	5759	4153795990
,,,,,,1528476959	214 Clinic Dr		Donaldsonville	LA	703464309	US	2257655500		2254734406
,,1124436217	2272 North Main Street	Minute Clinic	Crown Point,,IN,46307,1124436217	2272 North Main Street	Minute Clinic	Crown Point	IN	46307	US	7089035876
,,,,,,1073921151	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546895283
,,,,,,1083023899	400 E 3rd St	Essentia Health Duluth Clinic	Duluth	MN	558051951	US	2187868364
,,1356750830	Bayview Family Clinic	3595 N Vermilion Street	Danville,,IL,61832,1356750830	Bayview Family Clinic	3595 N Vermilion Street	Danville	IL	61832	US	2174439000		2174439036
,,,,,,1588063655	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6159362000
,,1831598051	35 Gilbert St	Cambridge Family Health Center	Cambridge,,NY,12816,1831598051	35 Gilbert St	Cambridge Family Health Center	Cambridge	NY	12816	US	5186773961		5186773180
,,,,,,1891194189	1322 N Avalon Blvd	Wilmington Clinic	Wilmington	CA	907442639	US	3105131300
,"1902206907 Connelly Health Clinic ""Building 29709, B Street"" Fort",,Gordon,GA,30905,"1902206907	Connelly Health Clinic	""Building 29709, B Street""	Fort Gordon	GA	30905	US	7067875172"
,,,,,,1639579329	3001 Green Bay Rd	Bldg 237 Fisher Clinic	North Chicago	IL	600643048	US	8476883331
,,,,,,"1528460839	777 Algoma Blvd	""Radford Hall, Student Health Center""	Oshkosh	WI	549013534	US	9204242424"
,,1952703290	Mayo Clinic 200 First St SW		Rochester,,MN,55905,1952703290	Mayo Clinic 200 First St SW		Rochester	MN	55905	US	5072842511
,,,,,,1952703233	24411 Health Center Dr Ste 200		Laguna Hills	CA	926533633	US	9498295500
,,,,,,1306248240	24452 Health Center Dr		Laguna Hills	CA	926533604	US	9498378000		9498375187
,,1245632884	105 E. Santa Fe	Dorothy Smith Family Medical Clinic	Carney,,OK,74832,1245632884	105 E. Santa Fe	Dorothy Smith Family Medical Clinic	Carney	OK	74832	US	4058652020		4058652323
,,,,,,1528462058	3601 The Vanderbilt Clinic		Nashville	TN	372322200	US	6153223000
,,1164826012	The Bridge Clinic	318 N. Church St.	Rockford,,IL,61101,1164826012	The Bridge Clinic	318 N. Church St.	Rockford	IL	61101	US	8154941594
,,1275937054	150 Clinic Ave Ste 101		Carrollton,,GA,30117,1275937054	150 Clinic Ave Ste 101		Carrollton	GA	30117	US	7083408737		7708346118
,,1558766014	Mountainland Community Health Center	529 South State Street	Provo,,UT,84606,1558766014	Mountainland Community Health Center	529 South State Street	Provo	UT	84606	US	8014292000		8014292001
,,,,,,1982000808	215 N Main St	Eye Clinic Desk 100 (112)	White River Junction	VT	50090001	US	2075773316
,,,,,,1093111502	4141 E Dickenson Pl	Mental Health Center of Denver	Denver	CO	802226012	US	3035046500
,,,,,,1982000162	3601 The Vanderbilt Clinic		Nashville	TN	372321340	US	6159362000
,,,,,,1720485717	14672 N Frank Lloyd Wright Blvd	Minute Clinic	Scottsdale	AZ	852602043	US	8663892727
,,,,,,1346647922	3601 The Vanderbilt Clinic		Nashville	TN	372320025	US	6153223000
,,,,,,1811394216	3601 The Vanderbilt Clinic		Nashville	TN	372321734	US	6159362000
,,,,,,1265830194	Petesa Rd. Tafuna	Primary Care Clinic	Pago Pago	AS	967993965	US	6846996380	238	6846996374
,,1902294093	Gulf Coast Mental Health Center	200 Coastal Paper Dr	Wiggins,,MS,39577,1902294093	Gulf Coast Mental Health Center	200 Coastal Paper Dr	Wiggins	MS	39577	US	6019282357
,,1902294093	Gulf Coast Mental Health Center	1600 Broad Ave	Gulfport,,MS,39501,1902294093	Gulf Coast Mental Health Center	1600 Broad Ave	Gulfport	MS	39501	US	2288631132
,,,,,,1265821581	40 Mansfield Ave	Generations Family Health Center	Willimantic	CT	62262018	US	8604507471		8604500213
,,,,,,1376932285	22 Bramhall St	Maine Med. Ctr. Outpatient Clinic	Portland	ME	41023134	US	2076624238
,,1356730089	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1356730089	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1356730089	1211 Medical Center Dr	3601 The Vanderbilt Clinic	Nashville	TN	372320004	US	6159368422
,,,,,,1598156986	515 22nd Ave	Monroe Clinic	Monroe	WI	535661569	US	6083242222		2246789493
,,,,,,1518358381	2213 Cherry St	ACC Ortho Clinic	Toledo	OH	436082603	US	4192516530		4192516849
,,,,,,1699166231	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1164813739	3535 W 13 Mile Rd	South Clinic	Royal Oak	MI	480736770	US	2485512040		2485512032
,,,,,,1336531730	2213 Cherry St	ACC Ortho Clinic	Toledo	OH	436082603	US	4192516530		4192516849
,,,,,,1982096236	Emory Dermatology Clinic 1525 Clifton Rd Floor 3		Atlanta	GA	303223769	US	4047783333
,,,,,,1104218247	1000 Health Center Dr		Mattoon	IL	619389253	US	2172582551		2172582256
,,1649662594	8830 Old Galveston Road	Shifa Clinic	Houston,,TX,77034,1649662594	8830 Old Galveston Road	Shifa Clinic	Houston	TX	77034	US	8329065461
,,,,,,1740672492	2213 Cherry St	ACC Ortho Clinic	Toledo	OH	436082603	US	4192516530		4192516849
,,,,,,1336532985	15301 Warren Shingle Rd	Flight Medicine Clinic	Beale AFB	CA	959031907	US	5306344671
,,,,,,1962895300	217 Elm Tree Ln	UK HC Polk Dalton Clinic	Lexington	KY	405072117	US	8592578801
,,,,,,1457745945	3601 The Vanderbilt Clinic		Nashville	TN	372325000	US	6153223000
,,,,,,1194119537	3601 The Vanderbilt Clinic		Nashville	TN	372325724	US	6153223000
,,,,,,1396139614	Lahey Clinic Inc	41 Mall Road	Burlington	MA	1805	US	7817448000
,,,,,,1720472830	3601 The Vanderbilt Clinic		Nashville	TN	372324800	US	6153223000
,,,,,,1265826234	263 Farmington Ave	General Medicine Clinic-MC8021; Outpt Pavilion-2 East	Farmington	CT	60308021	US	8606794477		8606791025
,,,,,,1245624220	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000		9546595622
,,,,,,"1164816013	""5333 McAuley Drive, Academic Surgery Clinic""	Suite 2115	Ypsilanti	MI	481978633	US	7347123971"
,,,,,,1760877641	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595488
,,1962897751	5003 Old Clinic Building Cb #7550		Chapel Hill,,NC,27599,1962897751	5003 Old Clinic Building Cb #7550		Chapel Hill	NC	27599	US	9194456764
,,1962897751	5003 Old Clinic Building Cb #7550		Chapel Hill,,NC,27599,1962897751	5003 Old Clinic Building Cb #7550		Chapel Hill	NC	27599	US	9194456764
,,,,,,1104211077	3601 The Vanderbilt Clinic		Nashville	TN	372323723	US	6153223000
,,,,,,1275928145	3601 The Vanderbilt Clinic		Nashville	TN	372322757	US	6153223000
,,,,,,1457746265	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,1033504733	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1033504733	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1275928889	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1760877310	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1639564065	3601 The Vanderbilt Clinic		Nashville	TN	372324699	US	6153223000
,,,,,,1639564073	3601 The Vanderbilt Clinic		Nashville	TN	372329000	US	6153223000
,,,,,,1588059786	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595366
,,,,,,1902291065	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595815		9546595622
,,1619362795	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1619362795	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1801282884	The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1679969554	50 Irving St NW	Dental Clinic	Washington	DC	204220001	US	2027458272
,,,,,,1134515026	3601 The Vanderbilt Clinic		Nashville	TN	372324402	US	6153223000
,,,,,,1851787618	3601 The Vanderbilt Clinic		Nashville	TN	372322113	US	6159362000
,,,,,,1194111997	3801 North Blvd	BRG Family Health Center	Baton Rouge	LA	708063825	US	2253877899
,"1063808772 William Beaumont Army Medical Center ""4th Floor East Clinic, Endocrinology"" El",,Paso,TX,79918,"1063808772	William Beaumont Army Medical Center	""4th Floor East Clinic, Endocrinology""	El Paso	TX	79918	US	9155694067		9157422748"
,,1982090676	Marshfield Clinic	1000 N Oak Avenue	Marshfield,,WI,54449,1982090676	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	54449	US	1538755117
,,,,,,1235525890	234 Goodman St	Outpatient Podiatry Clinic	Cincinnati	OH	452192364	US	5135844318		5135843685
,,,,,,1497141824	3601 The Vanderbilt Clinic		Nashville	TN	372327237	US	6153223000
,,,,,,1649666900	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,,,,,1073909396	3601 The Vanderbilt Clinic		Nashville	TN	372329760	US	6153223000
,,,,,,1336535657	3601 The Vanderbilt Clinic		Nashville	TN	372323328	US	6153223000
,,,,,,1770979965	3601 The Vanderbilt Clinic		Nashville	TN	372327220	US	6153223000
,,,,,,1205223393	3601 The Vanderbilt Clinic		Nashville	TN	372324699	US	6153223000
,,,,,,1467848515	3601 The Vanderbilt Clinic		Nashville	TN	372322358	US	6153223000
,,,,,,1811384928	3601 The Vanderbilt Clinic		Nashville	TN	372329760	US	6153223000
,,,,,,1851788848	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950135	US	2164442200
,,1912394735	1515 Springfield Dr	Children's Health Center	Chico,,CA,95928,1912394735	1515 Springfield Dr	Children's Health Center	Chico	CA	95928	US	5307811440
,,,,,,1588051312	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153223000
,,,,,,1699162321	2080 Child Street Internal Medicine Clinic		Jacksonville	FL	322149691	US	9045427276
,,1710374467	Cleveland Clinic 9500 Euclid Avenue / I13		Cleveland,,OH,44195,1710374467	Cleveland Clinic 9500 Euclid Avenue / I13		Cleveland	OH	44195	US	2164442200
,,,,,,1558758128	4201 Saint Antoine St	University Health Center 9C	Detroit	MI	482012153	US	5516661023
,,,,,,1114314705	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	3367108635
,,,,,,1780071340	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1992192470	Cleveland Clinic 9500 Euclid Ave Bldg A-100		Cleveland	OH	441953134	US	2164453441		2166362908
,,,,,,1811384365	3811 Valley Centre Dr	Scripps Clinic Carmel Valley - Internal Medicine	San Diego	CA	921303318	US	8587643010
,,,,,,1710374004	3601 The Vanderbilt Clinic		Nashville	TN	372321000	US	6153223000
,,,,,,1558758839	3601 The Vanderbilt Clinic		Nashville	TN	372324679	US	6153223000
,,,,,,1407243611	3601 The Vanderbilt Clinic		Nashville	TN	372322632	US	6153225000
,,,,,,1932586948	6620 Main St	Baylor Clinic - Suite 11D.32.8	Houston	TX	770302348	US	3215066151
,,,,,,1619354578	2213 Cherry St	ACC Trauma Clinic	Toledo	OH	436082603	US	4192514724
,,,,,,1730566696	3601 The Vanderbilt Clinic		Nashville	TN	372329760	US	6153223000
,,,,,,1457738221	3601 The Vanderbilt Clinic		Nashville	TN	372323164	US	6153223000
,,,,,,1740667310	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2173484290
,,1922485580	3601 The Vanderbilt Clinic		Nashville,,TN,37232,1922485580	3601 The Vanderbilt Clinic		Nashville	TN	37232	US	6153223000
,,,,,,1801273404	7 McDowell ST STE 200	AMCHC Dale Fell Health Center	Asheville	NC	288014021	US	8282574745		8284074581
,,,,,,"1457738999	Unc Hospitals	""3031 Old Clinic Building, CB #7570""	Chapel Hill	NC	275990001	US	9849748017"
,,,,,,1295113405	3601 The Vanderbilt Clinic		Nashville	TN	372321304	US	6153223000
,,,,,,1720466741	3601 The Vanderbilt Clinic		Nashville	TN	372329760	US	6159362000
,"1427436450	""VCUSH Dept of Addiction Medicine Fellowship, 980710""	Psychiatry Dept.",1250 E. Marshall St.	Richmond,"980710""	Psychiatry Dept. 1250 E. Marshall St.	Richmond",VA,23298,"1427436450	""VCUSH Dept of Addiction Medicine Fellowship, 980710""	Psychiatry Dept. 1250 E. Marshall St.	Richmond	VA	23298	US	8048281467"
,,,,,,1326426206	200 Clinic Dr		Madisonville	KY	424311661	US	2708257200		2708256696
,,,,,,1508244385	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1851779706	102 Mason Farm Rd	Acc Clinic Bldg CB 7705	Chapel Hill	NC	275996134	US	9199661459
,,,,,,1720466519	200 Clinic Dr		Madisonville	KY	424311661	US	2708256691		2708256696
,,,,,,1093193856	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6159362000
,,,,,,1447638101	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441954221	US	2164442200
,,,,,,1487032041	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,1457739179	4212 Grand Ave	Essentia Health West Duluth Clinic	Duluth,,MN,55807,1457739179	4212 Grand Ave	Essentia Health West Duluth Clinic	Duluth	MN	55807	US	2187863500
